Firm,original_leaf,canonical_leaf,row_view,row_source,row_date,join_type,candidate_generation_rule,token_overlap,relationship_verdict,mapping_action,review_required,mapping_reason
KKR,US Equities,,O,Mid-Year Outlook for 2026: The Divergence Conundrum,22/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"An explicit US-equity call — ""this 'yes' to U.S. equities... will continue to be the appropriate framework well into 2027."""
KKR,Germany Equities,,U,Mid-Year Outlook for 2026: The Divergence Conundrum,22/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"A country-specific negative carve-out — ""particularly in Germany and the broader industrial core... weighing on the outlook"" — distinct from and opposite to the neutral Europe read."
KKR,Intermediate US Treasuries,,U,Mid-Year Outlook for 2026: The Divergence Conundrum,22/06/2026,near_leaf,structural,0.6667,distinct,kept,false,"A specific 10-year/intermediate call — ""U.S. 10-year: above consensus... higher long-end yields will remain a pressure point"" — distinct from the long-dated and general leaves."
KKR,Long-Dated US Treasuries,,U,Mid-Year Outlook for 2026: The Divergence Conundrum,22/06/2026,near_leaf,structural,0.6667,distinct,kept,false,"A specific long-duration call — the red down-triangle ""Long-Duration Government Bonds (REPEAT)"" pan — a separate maturity bucket."
KKR,US Treasuries,,U,Mid-Year Outlook for 2026: The Divergence Conundrum,22/06/2026,near_leaf,structural,0.6667,distinct,kept,false,"A general-Treasury shock-absorber argument — ""U.S. Treasuries Have Become Less Reliable Shock Absorbers During Equity Drawdowns"" — spanning all maturities rather than one segment."
L&G,Duration,,UNCERTAIN,Midyear Global Outlook 2026,18/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"General duration is left unresolved — ""take on too little duration... too much and investors are exposed to the price risk"" — no active stance, distinct from the directional calls."
L&G,UK Duration,,O,Midyear Global Outlook 2026,18/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"A UK-specific liability-hedging call to ""increase hedging"" for DB schemes, a separate exposure from generic short duration."
L&G,Duration - Short,,O,Midyear Global Outlook 2026,18/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"A distinct short-duration building-block call — ""Short-duration fixed income to enhance collateral efficiency and optimise liquidity and yield objectives."""
L&G,Global IG Credit,,UNCERTAIN,Midyear Global Outlook 2026,18/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"This row is a broad global-IG concentration-risk observation ('This growing concentration could introduce greater concentration risk within global credit markets'), not the US-specific supply/valuation call."
L&G,US IG Credit,,UNCERTAIN,Midyear Global Outlook 2026,18/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"This is a US-specific selectivity call ('AI capex names represent roughly 20% of total US investment-grade issuance ... requiring a more selective and flexible fixed-income approach'), a different exposure from the global-concentration observation."
LaSalle,RE - Europe Retail,,O,LaSalle Macro Quarterly Q32026 | ISA Briefing Tipping Points and the Real Estate Outlook at Mid Year 2026,01/07/2026 | 30/06/2026,near_leaf,structural,0.6667,distinct,kept,false,A standalone constructive European retail call ('Top conviction calls — Europe — Outlet centers').
LaSalle,RE - Japan Residential,,O,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,"A Japan living/residential call ('Japan living ... strategies in high-demand locations'), a different sector from hospitality."
LaSalle,RE - AsiaPac Hotels,,O,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,"A Japan hospitality/hotels call ('Japan ... hospitality strategies in high-demand locations'), a different sector from living."
LaSalle,RE - Logistics,,O,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,"A North American logistics call ('Attractive relative value — North America — Logistics'), a distinct market."
LaSalle,RE - Europe Logistics,,O,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,"A European logistics call ('Attractive relative value — Europe — Multi-tenant logistics'), a distinct market."
LaSalle,RE - Europe Residential,,O,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,"A European residential/living call ('Europe — Flexible living ... SFR'), a distinct market/sector."
LaSalle,RE - AsiaPac Residential,,O,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,"An Asia-Pacific residential call ('Asia Pacific — Australia PBSA and other living'), a distinct market."
LaSalle,RE - AsiaPac,,O,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,"A mixed Asia-Pacific placemaking/non-discretionary-retail call ('Singapore placemaking strategies'), a distinct market grouping."
LaSalle,RE - AsiaPac Offices,RE - AsiaPac Offices,O,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,same_claim,winner,true,Both express the same constructive Japan-office position — the matrix ('Attractive relative value — Asia Pacific — Japan office') and the tipping-point briefing ('Space shortages in the Tokyo office market point to ... continued strong rental growth').
LaSalle,RE - Japan,RE - AsiaPac Offices,O,ISA Briefing Tipping Points and the Real Estate Outlook at Mid Year 2026,30/06/2026,near_leaf,structural,0.6667,same_claim,merged,true,Both express the same constructive Japan-office position — the matrix ('Attractive relative value — Asia Pacific — Japan office') and the tipping-point briefing ('Space shortages in the Tokyo office market point to ... continued strong rental growth').
LaSalle,RE - Retail,,O,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,"A North American retail call ('Selectively attractive value — North America — Retail'), a distinct market."
LaSalle,RE - Europe Tourism,,O,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,"A European hotels/tourism call ('Selectively attractive value — Europe — Hotels'), a distinct market."
LaSalle,RE - Japan Logistics,,O,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,"A Japan logistics call ('Selectively attractive value — Asia Pacific — Japan and Korea logistics'), a distinct country leaf from Korea."
LaSalle,RE - AsiaPac Logistics,,O,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,"A Korea logistics call ('Japan and Korea logistics'), a distinct country from Japan."
LaSalle,RE - Japan Retail,,O,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,"A Japan non-discretionary retail call ('Japan and Australia non-discretionary retail'), a distinct sector/market."
LaSalle,RE - Canada Residential,,O,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,"A Canadian residential/apartments call ('Apartments (US + new gen Canada)'), a different sector from offices."
LaSalle,RE - Canada,,O,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,"A Canadian office call ('Selectively attractive value — North America — Canada office'), a different sector from residential."
LaSalle,RE - Europe Offices (Prime),,O,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,A positive prime-office call ('Top conviction calls — Europe — London / Paris central office repositioning').
LaSalle,RE - Europe Offices (Secondary/Non-Prime),,U,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.6667,distinct,kept,false,"A cautionary secondary-office call ('Caution ... Europe — Secondary or peripheral offices'), an opposite view on a genuinely different sub-segment."
LaSalle,RE - US Residential,,O,LaSalle Macro Quarterly Q32026 | ISA Briefing Tipping Points and the Real Estate Outlook at Mid Year 2026,01/07/2026 | 30/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"A positive US residential call ('Top conviction calls — North America — US affordable housing'), a distinct sector."
LaSalle,RE - US Offices,,U,LaSalle Macro Quarterly Q32026,01/07/2026,near_leaf,structural,0.5000,distinct,kept,false,"A cautious US office call ('Caution ... US office (prefer debt)'), a distinct sector with an opposite view."
LaSalle,RE - US Industrial,,O,ISA Briefing Tipping Points and the Real Estate Outlook at Mid Year 2026,30/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"A positive US industrial call ('The US shallow-bay industrial sector benefits from strong demand'), a distinct sector."
Lion Global Investors,Asia ex-Japan Equities,,O,2H 2026 Market Outlook,10/03/2025,near_leaf,structural,0.5000,distinct,kept,false,"An Asia-ex-Japan equities call ('Asia Pacific ex-Japan also presents selective opportunities'), explicitly excluding Japan."
Lion Global Investors,Japan Equities,,O,2H 2026 Market Outlook,10/03/2025,near_leaf,structural,0.5000,distinct,kept,false,"A Japan equities call ('Japan's equity market remains supported by corporate governance reforms'), a different region."
Lion Global Investors,Duration - Short,Duration - Short,O,2H 2026 Market Outlook,10/03/2025,near_leaf,structural,0.5000,same_claim,winner,true,Both rows derive from the identical statement expressing one stance — 'remain cautious on duration ... favouring shorter maturities' — so the actionable short-duration overweight is the firm's real position.
Lion Global Investors,Duration,Duration - Short,U,2H 2026 Market Outlook,10/03/2025,near_leaf,structural,0.5000,same_claim,superseded,true,Both rows derive from the identical statement expressing one stance — 'remain cautious on duration ... favouring shorter maturities' — so the actionable short-duration overweight is the firm's real position.
Lombard Odier,Small/Mid-Cap,US Small Cap,O,CIO Office Viewpoint: Ten Investment Convictions for H2 2026,01/07/2026,near_leaf,structural,0.5000,same_claim,winner,true,"The broad small-cap recovery conviction and the specific pick are one position — 'In developed markets, we see the most compelling opportunities in US small capitalisations' names US small caps as the precise expression."
Lombard Odier,US Small Cap,US Small Cap,O,CIO Office Viewpoint: Ten Investment Convictions for H2 2026,01/07/2026,near_leaf,structural,0.5000,same_claim,merged,true,"The broad small-cap recovery conviction and the specific pick are one position — 'In developed markets, we see the most compelling opportunities in US small capitalisations' names US small caps as the precise expression."
Lombard Odier,South Korea Equities,,O,CIO Office Viewpoint: Ten Investment Convictions for H2 2026,01/07/2026,near_leaf,structural,0.5000,distinct,kept,false,"This is a country-specific call on South Korea — 'Our preferred equity markets remain South Korea, South Africa and China' names it as one distinct preferred market."
Lombard Odier,South Africa/Africa Equities,,O,CIO Office Viewpoint: Ten Investment Convictions for H2 2026,01/07/2026,near_leaf,structural,0.5000,distinct,kept,false,"South Africa is a separate country line in the same 'preferred equity markets remain South Korea, South Africa and China' list, not the same exposure as Korea."
"Loomis, Sayles & Co.",Duration,,O,Municipal Market Update,06/07/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,"A municipal-context broad-duration stance to 'own duration' on a probability-weighted lower-rates forecast, from a different document than the other duration rows."
"Loomis, Sayles & Co.",US Duration,,N,July 2026 Investment Outlook,09/07/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,US-specific line — 'Duration — US — Current View marker at Neutral' — a different geography than the non-US and broad duration rows.
"Loomis, Sayles & Co.",Non-US Duration,,O,July 2026 Investment Outlook,09/07/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,Developed-ex-US-specific line — 'Duration — Developed ex-US — Current View marker in the Overweight tier' — a distinct non-US geography.
"Loomis, Sayles & Co.",Duration,,U,Global Fixed Income Outlook Strategy,22/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A separate global-fixed-income document's cautious broad-duration view — 'This is not a background for a bond market rally' — a different source and stance than the other duration rows.
"Loomis, Sayles & Co.",US IG Credit,,U,Municipal Market Update,06/07/2026,near_leaf,structural,0.6667,distinct,kept,false,"An inferred underweight on US IG from the municipal document valuing munis 'relative to the Bloomberg US Corporate Bond Index', a separate source from the other credit rows."
"Loomis, Sayles & Co.",US IG Credit,,O,July 2026 Investment Outlook,09/07/2026,near_leaf,structural,0.6667,distinct,kept,false,A prose-inferred positive read on US IG fundamentals — 'profit margins expand to all-time highs' — distinct from the grid's stated broad US Credit marker.
"Loomis, Sayles & Co.",US Credit,,N,July 2026 Investment Outlook,09/07/2026,near_leaf,structural,0.6667,distinct,kept,false,The grid's stated broad call — 'Credit — US Credit — Current View marker at Neutral' — a different leaf and basis than the specific IG rows.
"Loomis, Sayles & Co.",Europe IG Credit,,O,July 2026 Investment Outlook,09/07/2026,near_leaf,structural,0.6667,distinct,kept,false,A distinct geography — 'Credit — Europe IG — Current View marker in the Overweight tier' — a separate regional call.
"Loomis, Sayles & Co.",Short-Dated Bonds,,U,Municipal Market Update,06/07/2026,near_leaf,structural,0.5000,distinct,kept,false,"An underweight on short tenors — 'Valuations, especially across the shorter tenors, appear relatively rich' — a distinct maturity bucket."
"Loomis, Sayles & Co.",Long-Dated Bonds,,UNCERTAIN,Municipal Market Update,06/07/2026,near_leaf,structural,0.5000,distinct,kept,false,"Long-dated rates are framed only as a risk scenario ('potential for a persistently strong economy which pressures long-term rates higher'), a separate and uncertain call on the opposite tenor."
M&G Investments,AI,,O,Investment Perspective - Mid-year outlook 2026,24/06/2026,near_leaf,short_label_containment,0.2000,distinct,kept,false,The broad AI theme spanning beyond tech — 'not only within the technology sector but also expanding to stocks outside of technology' — a thematic call distinct from the tech-sector one.
M&G Investments,IT/Tech/Telecomms (inc. AI),,O,Investment Perspective - Mid-year outlook 2026,24/06/2026,near_leaf,short_label_containment,0.2000,distinct,kept,false,"A specific tech-sector opportunity in 'software and services names caught up in the so-called SaaSpocalypse', narrower than the broad AI theme."
M&G Investments,Duration,,N,Investment Perspective - Mid-year outlook 2026,24/06/2026,near_leaf,structural,0.5000,distinct,kept,false,A neutral aggregate-duration stance explicitly declining a directional call — 'the opportunity lies not in making a large directional call on rates' — different scope from the Japan-specific view.
M&G Investments,Japan Duration,,O,Investment Perspective - Mid-year outlook 2026,24/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"A Japan-specific positive rates view — 'Japanese rates have offered a compelling opportunity, helped by a much steeper curve' — a country call distinct from broad duration."
M&G Investments,RE - Retail (Prime),,O,Investment Perspective - Mid-year outlook 2026,24/06/2026,near_leaf,structural,0.6667,distinct,kept,false,"A positive prime-retail call on 'strong occupier demand for scarce top quality space', a distinct property type from offices."
M&G Investments,RE - Offices (Prime),,O,Investment Perspective - Mid-year outlook 2026,24/06/2026,near_leaf,structural,0.6667,distinct,kept,false,A positive prime-office call on the same scarcity dynamic but a different property type than retail.
M&G Investments,RE - Retail,,N,Investment Perspective - Mid-year outlook 2026,24/06/2026,near_leaf,structural,0.6667,distinct,kept,false,A neutral broad-retail view — 'performance remains uneven... weaker assets lag' — distinct in both property type and stance from the prime call.
M&G Investments,RE - Offices,,N,Investment Perspective - Mid-year outlook 2026,24/06/2026,near_leaf,structural,0.6667,distinct,kept,false,"A neutral broad-office view on uneven performance, distinct from the positive prime-office call and from retail."
Man Group,Equities - General,,U,Global 2026 Midyear Outlook,18/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"A cautious broad-equities view — 'equity prices have remained high and seem disconnected from reality' — the firm's overall stance, distinct from the specific geographic calls."
Man Group,US Equities,,U,Global 2026 Midyear Outlook,18/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A US-specific underweight — 'A reckoning for stocks may be coming soon' on unpriced margin pressure — a distinct geography and negative stance.
Man Group,Asia Equities,Asia Equities,O,Global 2026 Midyear Outlook,18/06/2026,near_leaf,short_label_containment + structural,0.5000,same_claim,winner,true,Both restate one Asia conviction driven by AI capex — 'Asian emerging markets represent a large portion of the AI capex supply chain' and 'the most attractive area for growth within EM is Asia... a substantial beneficiary of the AI capex buildout'.
Man Group,Asia ex-China Equities,Asia Equities,O,Global 2026 Midyear Outlook,18/06/2026,near_leaf,short_label_containment + structural,0.5000,same_claim,merged,true,Both restate one Asia conviction driven by AI capex — 'Asian emerging markets represent a large portion of the AI capex supply chain' and 'the most attractive area for growth within EM is Asia... a substantial beneficiary of the AI capex buildout'.
Man Group,South Korea Equities,,O,Global 2026 Midyear Outlook,18/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"A country-specific Korea call on its 'critical role in semiconductor manufacturing and the AI data centre supply chain', a distinct leaf from broad Asia."
Man Group,Europe Equities,,O,Global 2026 Midyear Outlook,18/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A Europe-specific positive view — 'Fiscal stimulus will likely generate positive momentum for both European and Japanese equities' — a distinct geography.
Man Group,Japan Equities,,O,Global 2026 Midyear Outlook,18/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"A Japan-specific positive view from the same fiscal-stimulus sentence, a different country than Europe."
Man Group,UK Large Cap,,O,Global 2026 Midyear Outlook,18/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"A UK large-cap call on 'strong relative value and reliable income in the FTSE 100 versus growthier US equivalents', a distinct market and cap segment."
Man Group,Emerging Markets ex-China Equities,,O,Global 2026 Midyear Outlook,18/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"A broad EM-ex-China call on 'attractive valuations and high dividend yields', wider than the Asia-specific AI-capex thesis."
Man Group,LatAm Equities,,O,Global 2026 Midyear Outlook,18/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A LatAm call driven by a different catalyst — 'higher commodity prices will likely boost Latin American equities' — a distinct region.
Man Group,UK Equities,,O,Global 2026 Midyear Outlook,18/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"A base-case broad-UK view on 'low valuations, high dividend yields and elevated buyback yields', framed separately from the FTSE 100 large-cap relative-value call."
Man Group,Large Cap Equities,,O,Global 2026 Midyear Outlook,18/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"A conditional stagflation-scenario call — 'In this outcome, we prefer select large-cap equities in defensive sectors' — a different scenario and horizon from the base-case calls."
Man Group,EM Debt - General,,O,Global 2026 Midyear Outlook,18/06/2026,near_leaf,structural,0.6000,distinct,kept,false,"Broad structural EM-debt overweight on 'improved fiscal prudence,' not tied to a specific currency or scenario."
Man Group,EM Debt - Hard Currency,,O,Global 2026 Midyear Outlook,18/06/2026,near_leaf,structural,0.6000,distinct,kept,false,A scenario-conditional hard-currency call — 'In the upside scenario ... selected emerging-market bonds (preferably hard currency) are appealing.'
Man Group,EM Debt - Local Currency,,O,Global 2026 Midyear Outlook,18/06/2026,near_leaf,structural,0.6000,distinct,kept,false,"A rate-conditional local-currency call — 'We would see value in emerging-market local-currency debt, if real interest rates rise.'"
Merrill,Equities - General,,O,Midyear 2026: The pace of change accelerates,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Broad asset-allocation stance to 'emphasize stocks over bonds,' distinct from the geography tilt."
Merrill,US Equities,,O,Midyear 2026: The pace of change accelerates,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"The US-geography emphasis, 'U.S. equities in particular,' a specific country tilt under the broad call."
Merrill,Emerging Markets Equities,,O,Midyear 2026: The pace of change accelerates,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A separate EM call on 'attractive valuations and a growing consumer base.'
MetLife IM,Duration,,U,2026 Midyear Multi-Asset Outlook,29/06/2026,near_leaf,structural,0.5000,distinct,kept,false,Broad duration underweight — 'we expect real rates to keep trending higher' — opposite in view to the belly preference.
MetLife IM,Duration - Intermediate,,O,2026 Midyear Multi-Asset Outlook,29/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"A tactical carry preference for 'the belly of the curve' within credit, a different stance and horizon from the broad duration call."
MetLife IM,Equities - General,,O,2026 Midyear Multi-Asset Outlook,29/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Broad stance — 'We remain constructive on equities' — distinct from the specific country picks.
MetLife IM,US Equities,,O,2026 Midyear Multi-Asset Outlook,29/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"US-specific AI-capex call — 'particularly in the U.S., we favor those for which AI-led capital spending is ... translating into ... earnings.'"
MetLife IM,Taiwan Equities,,O,2026 Midyear Multi-Asset Outlook,29/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A distinct Taiwan country call — 'These opportunities can be found in Taiwan.'
MetLife IM,South Korea Equities,,O,2026 Midyear Multi-Asset Outlook,29/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A distinct Korea country call — 'These opportunities can be found in ... Korea.'
MetLife IM,US IG Credit,,U,2026 Midyear Multi-Asset Outlook,29/06/2026,near_leaf,structural,0.5000,distinct,kept,false,US-IG-specific inference driven by AI issuance — 'AI increasingly will be funded by U.S. investment grade (IG) debt issuance ... We favor fixed income outside.'
MetLife IM,Global IG Credit,,U,2026 Midyear Multi-Asset Outlook,29/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Broad IG-vs-HY stance on tight spreads — 'we lean more toward high yield than IG, given tight spreads.'"
Morgan Stanley,Equities - General,,O,Investment Outlook Midyear 2026,15/05/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Broad allocation call — 'recommends an overweight position on equities' — distinct from the geography views.
Morgan Stanley,Developed Markets Equities,,O,Investment Outlook Midyear 2026,15/05/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A DM-wide return call — 'developed-market equities to deliver returns in the low teens ... led by U.S. stocks.'
Morgan Stanley,US Equities,,O,Midyear Economic Outlook | Economic Outlook Midyear 2026 | Investment Outlook Midyear 2026,15/05/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"US-specific — 'U.S. equities should lead global market gains, with an advance of 12% for the S&P 500.'"
Morgan Stanley,Asia Equities,,O,Midyear Economic Outlook | Economic Outlook Midyear 2026,15/05/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,An Asia call from the 'industrial super-cycle' in manufacturing-focused Asian economies.
Morgan Stanley,Europe Equities,,U,Economic Outlook Midyear 2026,15/05/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A cautious Europe call — 'Europe ... is more exposed to both higher oil and liquefied natural gas prices' — opposite view and different geography.
Muzinich & Co,EM IG Credit,,O,Muzinich Asset Allocation Group Monthly Update,08/07/2026,near_leaf,structural,0.6667,distinct,kept,false,EM IG position — 'We have maximum exposure to EM IG in flexible portfolios.'
Muzinich & Co,US IG Credit,,O,Muzinich Asset Allocation Group Monthly Update,08/07/2026,near_leaf,structural,0.6667,distinct,kept,false,US IG scored separately — 'US IG (C0A4) — F 1; T 1; V -1; Avg. 0.33.'
Muzinich & Co,Europe IG Credit,,O,Muzinich Asset Allocation Group Monthly Update,08/07/2026,near_leaf,structural,0.6667,distinct,kept,false,European IG scored separately — 'European IG (ER00) — F 1; T 1; V 0; Avg. 0.66.'
Muzinich & Co,EM Credit,,O,Muzinich Asset Allocation Group Monthly Update,08/07/2026,near_leaf,structural,0.6667,distinct,kept,false,Broad EM credit scored separately — 'Emerging Market (EMCL) — F 0; T 1; V 1; Avg. 0.66.'
Muzinich & Co,UK IG Credit,,O,Muzinich Asset Allocation Group Monthly Update,08/07/2026,near_leaf,structural,0.6667,distinct,kept,false,UK IG carry position — 'significant overweight' in 'the short end of the GBP market.'
Muzinich & Co,Global IG Credit,,U,Muzinich Asset Allocation Group Monthly Update,08/07/2026,near_leaf,structural,0.6667,distinct,kept,false,Broad Global-IG underweight vs HY — 'excess return in IG is limited ... HY continues to offer a meaningful carry advantage over IG.'
Muzinich & Co,US Bank Loans,,N,Muzinich Asset Allocation Group Monthly Update,08/07/2026,near_leaf,structural,0.5000,distinct,kept,false,US loans scored neutral separately — 'US Loans (S&P UBS LLI) — F 0; T 0; V 0; Avg. 0.00.'
Muzinich & Co,Europe Bank Loans,,N,Muzinich Asset Allocation Group Monthly Update,08/07/2026,near_leaf,structural,0.5000,distinct,kept,false,European loans scored neutral separately — 'European Loans (S&P UBS WELLI) — F 0; T 1; V -1; Avg. 0.00.'
Natixis IM,AI,AI,O,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,short_label_containment,0.2000,same_claim,winner,true,"Both rows rest on the same positive tech/AI thesis — the explicit ""Keep the long AI trade & long US equities"" recommendation and the identical ""tech and AI sectors""/""Tech and AI hardware exports"" prose — so they are one collective long-AI call, and the explicit AI-trade recommendation makes AI the precise leaf."
Natixis IM,IT/Tech/Telecomms (inc. AI),AI,O,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,short_label_containment,0.2000,same_claim,merged,true,"Both rows rest on the same positive tech/AI thesis — the explicit ""Keep the long AI trade & long US equities"" recommendation and the identical ""tech and AI sectors""/""Tech and AI hardware exports"" prose — so they are one collective long-AI call, and the explicit AI-trade recommendation makes AI the precise leaf."
Natixis IM,Europe Equities,,O,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"""Geographic diversification of equity portfolios : Europe and Latam"" is a Europe-specific equity call, separate from every other geography."
Natixis IM,UK Equities,,N,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"The UK growth-slowdown-then-recovery view (""Economic growth is projected to slow to 1.1% this year"") is a distinct UK equities call."
Natixis IM,US Equities,,O,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"""Keep the long AI trade & long US equities"" is a distinct US-specific equity call."
Natixis IM,China Equities,,U,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"The mounting-domestic-weakness ""negative China-equity implication"" is a distinct underweight China call."
Natixis IM,India Equities,,O,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"""capital flow returning to Southeast Asia and India, especially on the equity side"" is a distinct India equities call."
Natixis IM,Indonesia Equities,,O,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Indonesia named as a ""particular beneficiary of declining risk premia"" is a distinct Indonesia equities call."
Natixis IM,South Korea Equities,,O,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"South Korea's ""export upturn ... BOK hiking from a position of strength"" is a distinct South Korea equities call."
Natixis IM,Asia Equities,,O,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"""Asia overall growth will remain resilient"" is a distinct broad-Asia equities call."
Natixis IM,Japan Equities,,N,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"The balanced Japan view (""Japan's GDP is anticipated to soften to +0.5% YoY"") is a distinct neutral Japan equities call."
Natixis IM,LatAm Equities,,O,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"""Geographic diversification ... Europe and Latam"" read as the LatAm-specific diversifier is a distinct LatAm equities call."
Natixis IM,"CE3 Equities (Poland, Czech Republic, Hungary)",,O,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"""Economic growth in CE3 region (Poland, Hungary and Czechia) should also be supported"" is a distinct CE3 equities call."
Natixis IM,Equities - General,,O,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"""Constructive view on equities : SPX target at 8000 and SX5E at 6600"" is the firm's broad top-down equity call, distinct from the individual geographies."
Natixis IM,Japan Govt Bonds,,O,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,structural,0.5000,distinct,kept,false,"The ""10Y JGB ... 2.63% ... Dec-26: 2.30%"" forecast is a distinct Japan government-bond call."
Natixis IM,Australia Govt Bonds,,O,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,structural,0.5000,distinct,kept,false,"""bias for lower rates in Australia as the Reserve Bank of Australia appears to have concluded its tightening cycle"" is a distinct Australia government-bond call."
Natixis IM,China Govt Bonds,,N,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,structural,0.5000,distinct,kept,false,"""rates are expected to remain pinned down"" for China is a distinct neutral China government-bond call."
