Firm,Sub-Asset Class,action,scope_verdict,scope_reason,precedence_rule,row_view,row_source,row_date,row_confidence,row_band,row_basis,surviving_row
State Street,Equities - General,merged,same_claim,"Both are the same negative equity call—""equities may underperform bonds by 6 percent"" / ""average prediction of -5.8%.""",same_view_merge,U,Market Signals and Shifts Midyear Update 2026,29/06/2026,75,High,stated,Market Signals and Shifts: Midyear update | Market Signals and Shifts Midyear Update 2026
State Street,Fixed Income - General/Global,kept_distinct,distinct_claims,"Different framing: an absolute fixed-income underweight (""sustained weakness for fixed income and duration"") versus the relative bonds-favored read (""equities may underperform bonds by 6 percent"").",,U,Market Signals and Shifts: Midyear update,29/06/2026,75,High,stated,(all rows kept)
State Street,Fixed Income - General/Global,kept_distinct,distinct_claims,"Different framing: an absolute fixed-income underweight (""sustained weakness for fixed income and duration"") versus the relative bonds-favored read (""equities may underperform bonds by 6 percent"").",,O,Market Signals and Shifts Midyear Update 2026,29/06/2026,75,High,stated,(all rows kept)
State Street,IT/Tech/Telecomms (inc. AI),merged,same_claim,"Both are positive on tech—""increasing their off-benchmark positions in IT stocks"" and ""a selective tilt toward Asian technology.""",same_view_merge,O,Market Signals and Shifts: Midyear update,29/06/2026,72,Medium,stated,Market Signals and Shifts: Midyear update | Market Signals and Shifts Midyear Update 2026
State Street,IT/Tech/Telecomms (inc. AI),winner,same_claim,"Both are positive on tech—""increasing their off-benchmark positions in IT stocks"" and ""a selective tilt toward Asian technology.""",same_view_merge,O,Market Signals and Shifts Midyear Update 2026,29/06/2026,75,High,stated,Market Signals and Shifts: Midyear update | Market Signals and Shifts Midyear Update 2026
State Street,Japan Duration,kept_distinct,distinct_claims,"Different thesis: a negative (""reduced the willingness of investors to absorb duration risk"") versus a supportive BoJ read (""Bank of Japan, which is mildly dovish"").",,U,Market Signals and Shifts: Midyear update,29/06/2026,74,Medium,stated,(all rows kept)
State Street,Japan Duration,kept_distinct,distinct_claims,"Different thesis: a negative (""reduced the willingness of investors to absorb duration risk"") versus a supportive BoJ read (""Bank of Japan, which is mildly dovish"").",,O,Market Signals and Shifts Midyear Update 2026,29/06/2026,72,Medium,inferred,(all rows kept)
State Street,US Mega-Cap (Tech),winner,same_claim,"Both maintain the same US large-cap tech position—""We stick with US large-cap technology.""",same_view_merge,O,Market Signals and Shifts: Midyear update,29/06/2026,75,High,stated,Market Signals and Shifts: Midyear update | Market Signals and Shifts Midyear Update 2026
State Street,US Mega-Cap (Tech),merged,same_claim,"Both maintain the same US large-cap tech position—""We stick with US large-cap technology.""",same_view_merge,O,Market Signals and Shifts Midyear Update 2026,29/06/2026,75,High,stated,Market Signals and Shifts: Midyear update | Market Signals and Shifts Midyear Update 2026
State Street,USD,winner,same_claim,"Both leave USD neutral on the same words—""The dollar's fortunes lie very much in the balance.""",same_view_merge,N,Market Signals and Shifts: Midyear update,29/06/2026,75,High,stated,Market Signals and Shifts: Midyear update | Market Signals and Shifts Midyear Update 2026
State Street,USD,merged,same_claim,"Both leave USD neutral on the same words—""The dollar's fortunes lie very much in the balance.""",same_view_merge,N,Market Signals and Shifts Midyear Update 2026,29/06/2026,68,Medium,inferred,Market Signals and Shifts: Midyear update | Market Signals and Shifts Midyear Update 2026
State Street Investment Management,AI,winner,same_claim,"All three are positive on the AI theme—""at the forefront of the AI CapEx infrastructure buildout"" and ""the broader ecosystem supporting innovation.""",same_view_merge,O,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | 2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment
State Street Investment Management,AI,merged,same_claim,"All three are positive on the AI theme—""at the forefront of the AI CapEx infrastructure buildout"" and ""the broader ecosystem supporting innovation.""",same_view_merge,O,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | 2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment
State Street Investment Management,AI,merged,same_claim,"All three are positive on the AI theme—""at the forefront of the AI CapEx infrastructure buildout"" and ""the broader ecosystem supporting innovation.""",same_view_merge,O,2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | 2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment
State Street Investment Management,Commodities,winner,same_claim,"Both favor commodities—""real assets like commodities"" and ""commodities to help improve portfolio balance.""",same_view_merge,O,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals,29/05/2026,85,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets
State Street Investment Management,Commodities,merged,same_claim,"Both favor commodities—""real assets like commodities"" and ""commodities to help improve portfolio balance.""",same_view_merge,O,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets,29/05/2026,85,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets
State Street Investment Management,Credit - General / Multi-Sector / Broad,winner,same_claim,"Both prioritize multi-sector credit—""active short duration and multi-sector credit"" and ""a broader active approach to credit.""",same_view_merge,O,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | 2026 Midyear ETF Market Outlook: Prioritize income and resilience with active short duration and multi-sector credit
State Street Investment Management,Credit - General / Multi-Sector / Broad,merged,same_claim,"Both prioritize multi-sector credit—""active short duration and multi-sector credit"" and ""a broader active approach to credit.""",same_view_merge,O,2026 Midyear ETF Market Outlook: Prioritize income and resilience with active short duration and multi-sector credit,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | 2026 Midyear ETF Market Outlook: Prioritize income and resilience with active short duration and multi-sector credit
State Street Investment Management,Defence/Aerospace,winner,same_claim,"Both are positive on defense—""Access defense stocks positioning"" and ""the growth outlook for the aerospace & defense industry remains positive.""",same_view_merge,O,2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment,29/05/2026,79,High,stated,2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment | Sector Market Perspectives Q3 2026
State Street Investment Management,Defence/Aerospace,merged,same_claim,"Both are positive on defense—""Access defense stocks positioning"" and ""the growth outlook for the aerospace & defense industry remains positive.""",same_view_merge,O,Sector Market Perspectives Q3 2026,08/07/2026,79,High,stated,2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment | Sector Market Perspectives Q3 2026
State Street Investment Management,Duration - Short,winner,same_claim,"Both favor short duration—""active short duration"" and ""A bias toward the shorter end of the curve.""",same_view_merge,O,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | 2026 Midyear ETF Market Outlook: Prioritize income and resilience with active short duration and multi-sector credit
State Street Investment Management,Duration - Short,merged,same_claim,"Both favor short duration—""active short duration"" and ""A bias toward the shorter end of the curve.""",same_view_merge,O,2026 Midyear ETF Market Outlook: Prioritize income and resilience with active short duration and multi-sector credit,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | 2026 Midyear ETF Market Outlook: Prioritize income and resilience with active short duration and multi-sector credit
State Street Investment Management,Emerging Markets Equities,winner,same_claim,"All three broaden into EM equities—""emerging market stocks"", ""emerging markets"", and ""Emerging market equities positioned to benefit.""",same_view_merge,O,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | 2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment
State Street Investment Management,Emerging Markets Equities,merged,same_claim,"All three broaden into EM equities—""emerging market stocks"", ""emerging markets"", and ""Emerging market equities positioned to benefit.""",same_view_merge,O,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | 2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment
State Street Investment Management,Emerging Markets Equities,merged,same_claim,"All three broaden into EM equities—""emerging market stocks"", ""emerging markets"", and ""Emerging market equities positioned to benefit.""",same_view_merge,O,2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | 2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment
State Street Investment Management,Gold/Precious,merged,same_claim,"All four are positive on gold—""precious metals, including gold"", ""gold ... may help diversify"", ""scope for gold allocations to increase"", and ""upside potential for spot prices.""",same_view_merge,O,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | Gold 2026 Midyear Outlook: A tug-of-war between tactical and structural momentum | Sector Market Perspectives Q3 2026
State Street Investment Management,Gold/Precious,merged,same_claim,"All four are positive on gold—""precious metals, including gold"", ""gold ... may help diversify"", ""scope for gold allocations to increase"", and ""upside potential for spot prices.""",same_view_merge,O,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | Gold 2026 Midyear Outlook: A tug-of-war between tactical and structural momentum | Sector Market Perspectives Q3 2026
State Street Investment Management,Gold/Precious,merged,same_claim,"All four are positive on gold—""precious metals, including gold"", ""gold ... may help diversify"", ""scope for gold allocations to increase"", and ""upside potential for spot prices.""",same_view_merge,O,Gold 2026 Midyear Outlook: A tug-of-war between tactical and structural momentum,10/06/2026,74,Medium,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | Gold 2026 Midyear Outlook: A tug-of-war between tactical and structural momentum | Sector Market Perspectives Q3 2026
State Street Investment Management,Gold/Precious,winner,same_claim,"All four are positive on gold—""precious metals, including gold"", ""gold ... may help diversify"", ""scope for gold allocations to increase"", and ""upside potential for spot prices.""",same_view_merge,O,Sector Market Perspectives Q3 2026,08/07/2026,79,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | Gold 2026 Midyear Outlook: A tug-of-war between tactical and structural momentum | Sector Market Perspectives Q3 2026
State Street Investment Management,Industrials,merged,same_claim,"Both are positive on industrials—""favors companies tied to ... industrial activity"" and ""We remain positive on Industrials.""",same_view_merge,O,2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment | Sector Market Perspectives Q3 2026
State Street Investment Management,Industrials,winner,same_claim,"Both are positive on industrials—""favors companies tied to ... industrial activity"" and ""We remain positive on Industrials.""",same_view_merge,O,Sector Market Perspectives Q3 2026,08/07/2026,100,High,stated,2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment | Sector Market Perspectives Q3 2026
State Street Investment Management,Infrastructure Theme,winner,same_claim,"Both favor infrastructure—""real assets like ... infrastructure"" and ""companies tied to ... the buildout of physical infrastructure.""",same_view_merge,O,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment
State Street Investment Management,Infrastructure Theme,merged,same_claim,"Both favor infrastructure—""real assets like ... infrastructure"" and ""companies tied to ... the buildout of physical infrastructure.""",same_view_merge,O,2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment
State Street Investment Management,Real Assets,winner,same_claim,"Both favor real assets—""reinforce the role of ... real assets"" and ""Inflation-sensitive assets such as multi-sector real assets.""",same_view_merge,O,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals,29/05/2026,85,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets
State Street Investment Management,Real Assets,merged,same_claim,"Both favor real assets—""reinforce the role of ... real assets"" and ""Inflation-sensitive assets such as multi-sector real assets.""",same_view_merge,O,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets
State Street Investment Management,Real Estate,kept_distinct,distinct_claims,"Different framing: real estate as an inflation-hedging real asset (""real assets like ... real estate"") versus an explicit sector-dial upgrade (""upgrading our stance on Real Estate to neutral"").",,O,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals,29/05/2026,85,High,stated,(all rows kept)
State Street Investment Management,Real Estate,kept_distinct,distinct_claims,"Different framing: real estate as an inflation-hedging real asset (""real assets like ... real estate"") versus an explicit sector-dial upgrade (""upgrading our stance on Real Estate to neutral"").",,N,Sector Market Perspectives Q3 2026,08/07/2026,100,High,stated,(all rows kept)
State Street Investment Management,US Mega-Cap (Tech),winner,same_claim,"Both counsel moving beyond concentrated mega-cap tech—""Position beyond US large-cap tech"" and ""moving beyond a narrow set of large-cap technology leaders.""",same_view_merge,U,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | 2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment
State Street Investment Management,US Mega-Cap (Tech),merged,same_claim,"Both counsel moving beyond concentrated mega-cap tech—""Position beyond US large-cap tech"" and ""moving beyond a narrow set of large-cap technology leaders.""",same_view_merge,U,2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | 2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment
State Street Investment Management,US Small Cap,winner,same_claim,"All three favor US small caps—""US small caps"", ""US small caps"", and ""US small caps may offer an opportunity.""",same_view_merge,O,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals,29/05/2026,85,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | 2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment
State Street Investment Management,US Small Cap,merged,same_claim,"All three favor US small caps—""US small caps"", ""US small caps"", and ""US small caps may offer an opportunity.""",same_view_merge,O,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | 2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment
State Street Investment Management,US Small Cap,merged,same_claim,"All three favor US small caps—""US small caps"", ""US small caps"", and ""US small caps may offer an opportunity.""",same_view_merge,O,2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment,29/05/2026,75,High,stated,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | 2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment
Triodos Investment Management,Energy Transition/Clean Energy,merged,same_claim,"Both are positive on clean energy—""the energy shock is accelerating the shift to renewables"" and ""accelerating the energy transition through greater investment.""",same_view_merge,O,Mid Year 2026 Emerging Markets Outlook,,68,Medium,inferred,Mid Year 2026 Emerging Markets Outlook | Mid Year 2026 Advanced Economies Outlook
Triodos Investment Management,Energy Transition/Clean Energy,winner,same_claim,"Both are positive on clean energy—""the energy shock is accelerating the shift to renewables"" and ""accelerating the energy transition through greater investment.""",same_view_merge,O,Mid Year 2026 Advanced Economies Outlook,24/06/2026,74,Medium,inferred,Mid Year 2026 Emerging Markets Outlook | Mid Year 2026 Advanced Economies Outlook
Triodos Investment Management,Oil,needs_human,same_claim,"Both center on the same forecast—""Oil prices peak in Q2 and return to pre-conflict levels""—differing only in whether the disruption risk is treated as decisive.",needs_human,U,Mid Year 2026 Emerging Markets Outlook,,74,Medium,inferred,(all rows kept)
Triodos Investment Management,Oil,needs_human,same_claim,"Both center on the same forecast—""Oil prices peak in Q2 and return to pre-conflict levels""—differing only in whether the disruption risk is treated as decisive.",needs_human,UNCERTAIN,Mid Year 2026 Advanced Economies Outlook,24/06/2026,74,Medium,inferred,(all rows kept)
TwentyFour Asset Management,Credit - General / Multi-Sector / Broad,merged,same_claim,"Both are constructive on credit—""capture that extra carry available from credit"" and ""we remain constructive on credit.""",same_view_merge,O,Portfolio Insights Investment Grade July 2026,10/07/2026,68,Medium,inferred,Portfolio Insights Investment Grade July 2026 | Portfolio Insights Multi Sector Bond July 2026
TwentyFour Asset Management,Credit - General / Multi-Sector / Broad,winner,same_claim,"Both are constructive on credit—""capture that extra carry available from credit"" and ""we remain constructive on credit.""",same_view_merge,O,Portfolio Insights Multi Sector Bond July 2026,10/07/2026,79,High,stated,Portfolio Insights Investment Grade July 2026 | Portfolio Insights Multi Sector Bond July 2026
TwentyFour Asset Management,Securitized/Structured (ABS/MBS/CDS/Swaps/CLOs),winner,same_claim,"Both are constructive on securitized—""favour financials and CLOs"" and ""remain constructive on the long-term trajectory of the asset class.""",same_view_merge,O,Portfolio Insights Multi Sector Bond July 2026,10/07/2026,79,High,stated,Portfolio Insights Multi Sector Bond July 2026 | Portfolio Insights Asset Backed Securities July 2026
TwentyFour Asset Management,Securitized/Structured (ABS/MBS/CDS/Swaps/CLOs),merged,same_claim,"Both are constructive on securitized—""favour financials and CLOs"" and ""remain constructive on the long-term trajectory of the asset class.""",same_view_merge,O,Portfolio Insights Asset Backed Securities July 2026,10/07/2026,75,High,stated,Portfolio Insights Multi Sector Bond July 2026 | Portfolio Insights Asset Backed Securities July 2026
TwentyFour Asset Management,Short-Dated US Treasuries,superseded,same_claim,"Both are non-directional on the short end—a conditional risk without adopting a position and ""the short end looks more fairly priced.""",basis,UNCERTAIN,Portfolio Insights Investment Grade July 2026,10/07/2026,68,Medium,inferred,Portfolio Insights Multi Sector Bond July 2026
TwentyFour Asset Management,Short-Dated US Treasuries,winner,same_claim,"Both are non-directional on the short end—a conditional risk without adopting a position and ""the short end looks more fairly priced.""",basis,N,Portfolio Insights Multi Sector Bond July 2026,10/07/2026,75,High,stated,Portfolio Insights Multi Sector Bond July 2026
Wellington Management,Asia Equities,kept_distinct,distinct_claims,"Different framing: an AI-growth opportunity read (""Asia, where innovative, new AI-focused companies have long runways"") versus an explicit ""Asia developed markets — Neutral"" dial.",,O,Equity Market Outlook,29/06/2026,75,High,stated,(all rows kept)
Wellington Management,Asia Equities,kept_distinct,distinct_claims,"Different framing: an AI-growth opportunity read (""Asia, where innovative, new AI-focused companies have long runways"") versus an explicit ""Asia developed markets — Neutral"" dial.",,N,Asset Allocation Outlook,08/07/2026,90,High,stated,(all rows kept)
Wellington Management,Credit - General / Multi-Sector / Broad,superseded,same_claim,"Both react to the same tight-spread condition by pulling credit risk back—""spreads have returned to historically tight levels"" and ""turned neutral on credit amid a significant tightening in spreads.""",recency,U,Bond Market Outlook — Credit | Bond Market Outlook — Rates,11/06/2026 | 10/06/2026,75,High,stated,Asset Allocation Outlook
Wellington Management,Credit - General / Multi-Sector / Broad,winner,same_claim,"Both react to the same tight-spread condition by pulling credit risk back—""spreads have returned to historically tight levels"" and ""turned neutral on credit amid a significant tightening in spreads.""",recency,N,Asset Allocation Outlook,08/07/2026,86,High,stated,Asset Allocation Outlook
Wellington Management,Duration,kept_distinct,distinct_claims,"Different horizon: a tactical overweight (""increasing duration exposure can be an attractive proposition"" / ""moderately overweight"") versus a structural negative (""government bond yields are structurally on an upward trajectory"").",,O,Bond Market Outlook — Credit | Bond Market Outlook — Rates,11/06/2026 | 10/06/2026,79,High,stated,(all rows kept)
Wellington Management,Duration,kept_distinct,distinct_claims,"Different horizon: a tactical overweight (""increasing duration exposure can be an attractive proposition"" / ""moderately overweight"") versus a structural negative (""government bond yields are structurally on an upward trajectory"").",,O,Asset Allocation Outlook,08/07/2026,86,High,stated,(all rows kept)
Wellington Management,Duration,kept_distinct,distinct_claims,"Different horizon: a tactical overweight (""increasing duration exposure can be an attractive proposition"" / ""moderately overweight"") versus a structural negative (""government bond yields are structurally on an upward trajectory"").",,U,Global Economic Outlook,03/06/2026,74,Medium,stated,(all rows kept)
Wellington Management,Europe Equities,kept_distinct,distinct_claims,"Different framing: a bottom-up constructive view (""regime shifts ... expanding the opportunity set for active managers"") versus an allocation dial (""Europe ex-UK — Moderately UW"").",,O,Equity Market Outlook,29/06/2026,75,High,stated,(all rows kept)
Wellington Management,Europe Equities,kept_distinct,distinct_claims,"Different framing: a bottom-up constructive view (""regime shifts ... expanding the opportunity set for active managers"") versus an allocation dial (""Europe ex-UK — Moderately UW"").",,U,Asset Allocation Outlook,08/07/2026,90,High,stated,(all rows kept)
Wellington Management,Global Govt Bonds/SSAs,winner,same_claim,"Both favor government bonds—""the opportunity set for global government bonds ... remains compelling"" and ""government bonds look more compelling.""",same_view_merge,O,Bond Market Outlook — Credit | Bond Market Outlook — Rates,11/06/2026 | 10/06/2026,79,High,stated,Bond Market Outlook — Credit | Bond Market Outlook — Rates | Asset Allocation Outlook
Wellington Management,Global Govt Bonds/SSAs,merged,same_claim,"Both favor government bonds—""the opportunity set for global government bonds ... remains compelling"" and ""government bonds look more compelling.""",same_view_merge,O,Asset Allocation Outlook,08/07/2026,75,High,stated,Bond Market Outlook — Credit | Bond Market Outlook — Rates | Asset Allocation Outlook
Wellington Management,Global HY,kept_distinct,distinct_claims,"Different framing: an issuer-selection opportunity (""the chance to identify companies that ... AI winners"") versus an explicit ""Global HY — Neutral"" dial.",,O,Bond Market Outlook — Credit | Bond Market Outlook — Rates,11/06/2026 | 10/06/2026,74,Medium,stated,(all rows kept)
Wellington Management,Global HY,kept_distinct,distinct_claims,"Different framing: an issuer-selection opportunity (""the chance to identify companies that ... AI winners"") versus an explicit ""Global HY — Neutral"" dial.",,N,Asset Allocation Outlook,08/07/2026,100,High,stated,(all rows kept)
Wellington Management,Japan Equities,kept_distinct,distinct_claims,"Different framing: a bottom-up constructive view (""regime shifts ... expanding the opportunity set"") versus an explicit ""We are neutral on Japan.""",,O,Equity Market Outlook,29/06/2026,75,High,stated,(all rows kept)
Wellington Management,Japan Equities,kept_distinct,distinct_claims,"Different framing: a bottom-up constructive view (""regime shifts ... expanding the opportunity set"") versus an explicit ""We are neutral on Japan.""",,N,Asset Allocation Outlook,08/07/2026,86,High,stated,(all rows kept)
Wellington Management,Oil,merged,same_claim,"All three are positive on oil—""oil prices will remain structurally higher"", ""our modest overweight view is warranted"", and ""oil prices to average in excess of US$100.""",same_view_merge,O,Bond Market Outlook — Credit | Bond Market Outlook — Rates,11/06/2026 | 10/06/2026,75,High,stated,Bond Market Outlook — Credit | Bond Market Outlook — Rates | Asset Allocation Outlook | Global Economic Outlook
Wellington Management,Oil,winner,same_claim,"All three are positive on oil—""oil prices will remain structurally higher"", ""our modest overweight view is warranted"", and ""oil prices to average in excess of US$100.""",same_view_merge,O,Asset Allocation Outlook,08/07/2026,96,High,stated,Bond Market Outlook — Credit | Bond Market Outlook — Rates | Asset Allocation Outlook | Global Economic Outlook
Wellington Management,Oil,merged,same_claim,"All three are positive on oil—""oil prices will remain structurally higher"", ""our modest overweight view is warranted"", and ""oil prices to average in excess of US$100.""",same_view_merge,O,Global Economic Outlook,03/06/2026,79,High,stated,Bond Market Outlook — Credit | Bond Market Outlook — Rates | Asset Allocation Outlook | Global Economic Outlook
Wellington Management,US Equities,merged,same_claim,"Both hold US equities neutral—""stay invested ... but ... lower risk-adjusted returns"" and ""US — Neutral.""",same_view_merge,N,Equity Market Outlook,29/06/2026,85,High,stated,Equity Market Outlook | Asset Allocation Outlook
Wellington Management,US Equities,winner,same_claim,"Both hold US equities neutral—""stay invested ... but ... lower risk-adjusted returns"" and ""US — Neutral.""",same_view_merge,N,Asset Allocation Outlook,08/07/2026,90,High,stated,Equity Market Outlook | Asset Allocation Outlook
Wells Fargo,Alternatives - General,merged,same_claim,"Both favor alternatives—""we see value in ... hedge funds and private capital"" and ""a diversified alternatives allocation.""",same_view_merge,O,2026 Midyear Outlook,08/06/2026,75,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,Alternatives - General,winner,same_claim,"Both favor alternatives—""we see value in ... hedge funds and private capital"" and ""a diversified alternatives allocation.""",same_view_merge,O,Outlook Report,10/06/2026,79,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,Copper/Industrial,merged,same_claim,"Both favor industrial metals—""rotate exposure to ... Industrial Metals"" and ""Favored sectors — Industrial Metals.""",same_view_merge,O,2026 Midyear Outlook,08/06/2026,75,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,Copper/Industrial,winner,same_claim,"Both favor industrial metals—""rotate exposure to ... Industrial Metals"" and ""Favored sectors — Industrial Metals.""",same_view_merge,O,Outlook Report,10/06/2026,90,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,Energy,winner,same_claim,"Both are cautious on energy—""strong Energy performance does not look durable"" and ""rotate exposure from Energy.""",same_view_merge,U,2026 Midyear Outlook,08/06/2026,85,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,Energy,merged,same_claim,"Both are cautious on energy—""strong Energy performance does not look durable"" and ""rotate exposure from Energy.""",same_view_merge,U,Outlook Report,10/06/2026,74,Medium,inferred,2026 Midyear Outlook | Outlook Report
Wells Fargo,Equities - General,winner,same_claim,"Both are constructive on equities—""we expect strong earnings growth to drive returns"" and ""Equities should end the year higher.""",same_view_merge,O,2026 Midyear Outlook,08/06/2026,75,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,Equities - General,merged,same_claim,"Both are constructive on equities—""we expect strong earnings growth to drive returns"" and ""Equities should end the year higher.""",same_view_merge,O,Outlook Report,10/06/2026,75,High,stated,2026 Midyear Outlook | Outlook Report
