Firm,Date,Source,URL,Sub-Asset Class,Asset Class Category,Canva Groupings,Asset Class,View,Full Commentary,confidence,band,review_flag,basis,checker_strength,call_language,quote_match
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,US Credit,Fixed Income - Investment Grade,Fixed Income - Credit & Specialty,Fixed Income,U,"RBC is cautious on broad U.S. credit because historically tight spreads leave few attractive opportunities even with a solid economic outlook. Evidence: Credit markets remain historically rich, offering a scant 0.73 percent of incremental yield over comparable Treasuries and among the tightest levels seen since 2000 – implying minimal credit risks at the moment. That of course jibes with our solid economic outlook, but it leaves few attractive opportunities for bond investors.. Locator: p.3 (Global Insight 2026 Midyear Outlook: United States). Evidence check: page p.3 flagged scrambled (two-column interleave); prose verbatim check degraded to key-token overlap (confidence capped, review required).",74,Medium,review,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,US IG Credit,Fixed Income - Investment Grade,Fixed Income - Credit & Specialty,Fixed Income,O,"RBC views U.S. investment-grade corporate credit yields as attractive on an all-in basis versus their five-year average. Evidence: That said, all-in yields remain attractive with the Bloomberg US Investment Grade Corporate Bond Index yielding 5.3 percent, compared to an average of 4.7 percent over the past five years.. Locator: p.3 (Global Insight 2026 Midyear Outlook: United States). Evidence check: page p.3 flagged scrambled (two-column interleave); prose verbatim check degraded to key-token overlap (confidence capped, review required).",74,Medium,review,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Preferred Securities,Fixed Income - Specialty,Fixed Income - Credit & Specialty,Fixed Income,O,"RBC favors bank-issued hybrid preferred bonds as an attractive alternative to corporate bonds. Evidence: Additionally, bank-issued hybrid preferred bonds offer an attractive alternative to corporate bonds, in our view.. Locator: p.3 (Global Insight 2026 Midyear Outlook: United States). Evidence check: page p.3 flagged scrambled (two-column interleave); prose verbatim check degraded to key-token overlap (confidence capped, review required).",74,Medium,review,stated,decisive,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Canada Equities,Equities - DMs,Equities - Geography,Equities,O,"RBC remains cautiously optimistic on Canadian equities for the rest of 2026, supported by economic optimism and robust earnings despite headline volatility risks. Evidence: Amidst a steady stream of cautionary headlines, the S&P/TSX Composite has powered forward so far this year, buoyed by increasing optimism about the economy and robust corporate earnings. As a result, we remain cautiously optimistic about the broader Canadian equities investment landscape for the remainder of 2026.. Locator: p.1 (Global Insight 2026 Midyear Outlook: Canada).",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Energy Sector,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,"RBC sees elevated oil prices creating attractive earnings and shareholder-return profiles for Canadian oil producers, while noting consumer pressure as the offsetting risk. Evidence: The Energy sector performed exceptionally well in Q2 2026. As the conflict in Iran continues, we assess a two-fold impact: (1) if oil prices remain elevated, this should drastically increase Canadian oil producers’ cash flows, creating attractive earnings and shareholder return profiles, and (2) the same supply disruptions that are causing US$90s to triple-digit West Texas Intermediate crude prices are negatively impacting consumers’ financial wellbeing.. Locator: p.1 (Global Insight 2026 Midyear Outlook: Canada).",85,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Canada Credit,Fixed Income - Investment Grade,Fixed Income - Credit & Specialty,Fixed Income,U,"RBC flags Canadian credit spreads as very tight and expensive for lenders despite macro uncertainty, pointing to a cautious view on broad Canada credit. Evidence: Meanwhile, credit investors do not appear concerned with macroeconomic uncertainty. Like in the U.S., Canadian credit spreads – the additional compensation investors receive for buying corporate bonds over “risk-free” government bonds – remain as tight as ever, meaning they are less expensive for the borrower, but more expensive for the lender.. Locator: p.2 (Global Insight 2026 Midyear Outlook: Canada).",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,RE - China,Alts - Real Estate - APAC,Alts - Real Assets Geo,Alternatives,U,"RBC is cautious on China property because excess supply and elevated lower-tier inventories are expected to keep housing prices under pressure. Evidence: However, we think it is too early to declare this a stabilisation of the overall property market, as housing inventory levels in many lower-tier cities remain elevated. Excess supply relative to demand will likely keep overall housing prices under pressure, deterring potential buyers from entering the market.. Locator: p.1 (Global Insight 2026 Midyear Outlook: Asia-Pacific). Basis: inferred — single-step analyst inference from macro/thematic prose; segregated one band below stated calls, review required.",74,Medium,review,inferred,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,China Tech,Equities - EMs,Equities - Geography,Equities,O,"RBC favours China tech champions and related AI-enabling supply-chain companies on competitive advantages, undemanding valuations and surging global demand. Evidence: The AI narrative will likely be a key theme driving China’s equity market performance in the second half of the year. China’s tech champions possess competitive advantages in cost, scale and supply chain integration, and their valuation appears undemanding relative to global peers. ... We prefer companies in AI, humanoid robotics and lithium batteries supply chains. We think these companies are capitalising on surging global demand for AI-enabling goods.. Locator: p.1 (Global Insight 2026 Midyear Outlook: Asia-Pacific).",79,High,none,stated,decisive,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Japan Equities,Equities - DMs,Equities - Geography,Equities,O,"RBC views Japan as Asia’s preferred equity destination, supported by inflows, structural reform and a diversified alternative to crowded AI trades. Evidence: Japan has emerged as Asia’s preferred equity destination, attracting $73.6 billion in year-to-date inflows through May, as investors seek a diversified alternative to crowded AI trades from the likes of South Korea and Taiwan.. Locator: p.1 (Global Insight 2026 Midyear Outlook: Asia-Pacific).",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Asia Credit,Fixed Income - Investment Grade,Fixed Income - Credit & Specialty,Fixed Income,U,"RBC is cautious on broad Asia credit because spreads are very tight and leave little room for negative surprises. Evidence: Asian credit spreads – the premium investors demand over U.S. yields – are tighter than they have been in many years, leaving little room for negative surprises.. Locator: p.2 (Global Insight 2026 Midyear Outlook: Asia-Pacific).",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,High Quality Issuers,Fixed Income - Investment Grade,Fixed Income - Credit & Specialty,Fixed Income,O,"RBC expects credit performance to be driven by issuers with durable balance sheets and clear policy support as dispersion rises. Evidence: We expect returns to become more issuer-specific from here, with dispersion likely to rise and performance increasingly driven by credits with durable balance sheets, and clear policy support.. Locator: p.2 (Global Insight 2026 Midyear Outlook: Asia-Pacific).",75,High,none,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,China IG Credit,Fixed Income - Investment Grade,Fixed Income - Credit & Specialty,Fixed Income,O,"RBC sees better China credit risk-reward in higher-quality SOEs, financials and selected industrials. Evidence: Overall, we expect China credit to favour selectivity, with better risk-reward in higher-quality State-owned enterprises, financials and selected industrials, while weaker private-sector issuers warrant caution.. Locator: p.2 (Global Insight 2026 Midyear Outlook: Asia-Pacific). Sibling consistency: same source/page/evidence produced opposite O/U views on related Fixed Income leaves (China IG Credit, Low Quality Issuers); review required.",75,High,review,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Low Quality Issuers,Fixed Income - High Yield,Fixed Income - Credit & Specialty,Fixed Income,U,"RBC cautions against weaker private-sector China credit issuers while preferring higher-quality segments. Evidence: Overall, we expect China credit to favour selectivity, with better risk-reward in higher-quality State-owned enterprises, financials and selected industrials, while weaker private-sector issuers warrant caution.. Locator: p.2 (Global Insight 2026 Midyear Outlook: Asia-Pacific). Sibling consistency: same source/page/evidence produced opposite O/U views on related Fixed Income leaves (China IG Credit, Low Quality Issuers); review required.",75,High,review,stated,adequate,directional,
RBC Wealth,15/06/2026 | 15/06/2026 | 15/06/2026 | 15/06/2026,Global Insight 2026 Midyear Outlook: Europe | Global Insight 2026 Midyear Outlook: United States | Global Insight 2026 Midyear Outlook: Canada | Global Insight 2026 Midyear Outlook: Asia-Pacific,https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-europe | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-united-states | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-canada | https://www.rbcwealthmanagement.com/en-uk/insights/global-insight-2026-midyear-outlook-asia-pacific,Japan Govt Bonds,Fixed Income - Sovereigns APAC,Fixed Income - Rates & Sovereigns,Fixed Income,O,"RBC says higher yields have made JGBs attractive again, supporting reallocations back toward domestic fixed income. Evidence: Although domestic institutions were net sellers last year, a cautious stance that now appears justified, we think higher yields are making JGBs attractive again, prompting a reallocation away from foreign bonds and back towards domestic fixed income.. Locator: p.2 (Global Insight 2026 Midyear Outlook: Asia-Pacific).",75,High,none,stated,adequate,directional,
Janus Henderson Investors,,Market GPS Investment Outlook Mid-Year 2026,https://cdn.janushenderson.com/webdocs/Janus_Henderson_MarketGPS_Investment_Outlook_Mid-Year_2026.pdf,Cash/Money Markets,Asset Allocation - Broad,Asset Allocation,Fixed Income,O,"Janus Henderson sees enhanced cash as relevant in a changing inflation regime, implying a positive cash allocation role. Evidence: Enhanced cash, securitized strategies, and opportunistic fixed income strategies seem most relevant for a potentially changing inflation paradigm.. Locator: p.3. Evidence check: prose quote matched as ordered token subsequence (max 15 injected tokens per gap, window <= 3x quote length); confidence capped, review required.",74,Medium,review,stated,adequate,directional,subsequence
Janus Henderson Investors,,Market GPS Investment Outlook Mid-Year 2026,https://cdn.janushenderson.com/webdocs/Janus_Henderson_MarketGPS_Investment_Outlook_Mid-Year_2026.pdf,Infrastructure Theme,Equities - Thematic,"Equities - Sectors, Factors, Thematics",Equities,O,"Janus Henderson frames infrastructure tied to the AI buildout as a major investment opportunity. Evidence: Infrastructure – the US$106 trillion opportunity: The AI buildout has extended into power, utilities, materials, and energy.. Locator: p.4.",75,High,none,stated,adequate,directional,normalized
Janus Henderson Investors,,Market GPS Investment Outlook Mid-Year 2026,https://cdn.janushenderson.com/webdocs/Janus_Henderson_MarketGPS_Investment_Outlook_Mid-Year_2026.pdf,Energy Sector,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,"Janus Henderson includes energy among the sectors benefiting from the AI infrastructure buildout. Evidence: Infrastructure – the US$106 trillion opportunity: The AI buildout has extended into power, utilities, materials, and energy.. Locator: p.4.",75,High,none,stated,adequate,directional,normalized
Janus Henderson Investors,,Market GPS Investment Outlook Mid-Year 2026,https://cdn.janushenderson.com/webdocs/Janus_Henderson_MarketGPS_Investment_Outlook_Mid-Year_2026.pdf,Healthcare/Pharma,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,"Janus Henderson is constructive on biopharma because M&A and clinical or regulatory catalysts may create opportunities. Evidence: Catalysts across biopharma: Through Q1, all biopharma transactions have been below US$10 billion, creating potential for a record-breaking year of M&A if larger deals come to market.. Locator: p.5.",75,High,none,stated,adequate,directional,normalized
Janus Henderson Investors,,Market GPS Investment Outlook Mid-Year 2026,https://cdn.janushenderson.com/webdocs/Janus_Henderson_MarketGPS_Investment_Outlook_Mid-Year_2026.pdf,Industrials,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,"Janus Henderson sees industrials exposure as valuable because it links small companies to AI buildout and nearshoring trends. Evidence: Smaller companies have a relatively large presence in the industrials and materials sectors, providing valuable exposure to both the AI buildout and nearshoring trends. Innovative solutions may present attractive investment opportunities.. Locator: p.5.",75,High,none,stated,adequate,directional,normalized
Janus Henderson Investors,,Market GPS Investment Outlook Mid-Year 2026,https://cdn.janushenderson.com/webdocs/Janus_Henderson_MarketGPS_Investment_Outlook_Mid-Year_2026.pdf,Materials,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,O,"Janus Henderson views materials exposure positively as part of the small-company opportunity tied to AI infrastructure and nearshoring. Evidence: Smaller companies have a relatively large presence in the industrials and materials sectors, providing valuable exposure to both the AI buildout and nearshoring trends. Innovative solutions may present attractive investment opportunities.. Locator: p.5.",75,High,none,stated,adequate,directional,normalized
