Firm,Date,Source,URL,Sub-Asset Class,Asset Class Category,Canva Groupings,Asset Class,View,Full Commentary,confidence,band,review_flag
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,Consumer Staples,Equities - Sector,"Equities - Sectors, Factors, Thematics",Equities,U,"J.P. Morgan funds preferred sector overweights from consumer staples and says the sector is likely challenged by the macro and earnings backdrop. Evidence: Therefore, as mentioned, we maintain conviction in our overweights to the information technology and communication services sectors, funded by our positions in consumer staples. ... On the other hand, consumer staples will likely be challenged amid a healthy macro backdrop and tepid earnings growth.. Locator: p.4 (Global Asset Allocation Views 2Q 2026).",75,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,Europe Equities,Equities - DMs,Equities - Geography,Equities,U,J.P. Morgan limits Europe exposure because of energy sensitivity and notes it was already the least-favored equity region. Evidence: We are also inclined to limit exposure to Europe given its greater sensitivity to energy dynamics; it was already our least-favored region coming into the Middle East conflict.. Locator: p.4 (Global Asset Allocation Views 2Q 2026).,90,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,UK Gilts,Fixed Income - Sovereigns Europe,Fixed Income - Rates & Sovereigns,Fixed Income,O,"J.P. Morgan remains long Gilts in a relative rates trade against Australian government bonds. Evidence: Expecting steeper yield curves as governments increase spending and global growth recovers, we have maintained our UST 5s30s steepener and remain long Gilts vs. Australian government bonds.. Locator: p.4 (Global Asset Allocation Views 2Q 2026).",90,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,Australia Govt Bonds,Fixed Income - Sovereigns APAC,Fixed Income - Rates & Sovereigns,Fixed Income,U,"J.P. Morgan’s long Gilts versus Australian government bonds trade implies an underweight to Australian government bonds. Evidence: Expecting steeper yield curves as governments increase spending and global growth recovers, we have maintained our UST 5s30s steepener and remain long Gilts vs. Australian government bonds.. Locator: p.4 (Global Asset Allocation Views 2Q 2026).",90,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,NOK,Currencies,Currencies,Currencies,O,"J.P. Morgan is long NOK versus GBP because oil-exporter exposure benefits from the energy-shock dispersion. Evidence: In FX markets, the recent energy shock has created clear dispersion between exporters and importers, leaving us long NOK (an oil exporter) vs. GBP, and long AUD (with more persistent central bank hiking bias) vs. USD and GBP.. Locator: p.4 (Global Asset Allocation Views 2Q 2026).",100,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,GBP,Currencies,Currencies,Currencies,U,"J.P. Morgan is short GBP in both the NOK-vs.-GBP and AUD-vs.-GBP relative currency positions. Evidence: In FX markets, the recent energy shock has created clear dispersion between exporters and importers, leaving us long NOK (an oil exporter) vs. GBP, and long AUD (with more persistent central bank hiking bias) vs. USD and GBP.. Locator: p.4 (Global Asset Allocation Views 2Q 2026).",100,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,AUD,Currencies,Currencies,Currencies,O,"J.P. Morgan is long AUD versus USD and GBP due to a more persistent central-bank hiking bias. Evidence: In FX markets, the recent energy shock has created clear dispersion between exporters and importers, leaving us long NOK (an oil exporter) vs. GBP, and long AUD (with more persistent central bank hiking bias) vs. USD and GBP.. Locator: p.4 (Global Asset Allocation Views 2Q 2026).",100,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,Momentum,Equities - Factor,"Equities - Sectors, Factors, Thematics",Equities,O,"J.P. Morgan says elevated dispersion can favor momentum factor strategies. Evidence: This suggests wide performance gaps between high- and low-momentum stocks that can favor momentum-oriented factor strategies.. Locator: p.5 (Global Asset Allocation Views 2Q 2026). Evidence check: cited page detected as scrambled two-column text; verbatim quote match degraded to key-token overlap (confidence capped, review required).",74,Medium,review
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,US Small Cap,Equities - DM Caps,Equities - Geography,Equities,O,"J.P. Morgan identifies U.S. small caps as a pocket of opportunity within the dispersion backdrop. Evidence: Value dispersion shows a pocket of opportunity in U.S. small caps, while no monitored factor or universe is meaningfully compressed.. Locator: p.5 (Global Asset Allocation Views 2Q 2026). Evidence check: cited page detected as scrambled two-column text; verbatim quote match degraded to key-token overlap (confidence capped, review required).",74,Medium,review
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,Duration,Fixed Income - Duration,Fixed Income - General,Fixed Income,U,"J.P. Morgan rates overall duration underweight, with short Treasury and curve-steepener positioning and selective sovereign preferences. Evidence: Duration — UW selected; Change: negative arrow; Description: Short 10-year Treasuries and curve steepener; favor Gilts and BTPs with underweight to Bunds and Australia.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).",100,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,US Large Cap,Equities - DM Caps,Equities - Geography,Equities,O,J.P. Morgan rates U.S. large caps overweight on earnings upgrades in technology and communication services alongside improved valuations. Evidence: U.S. Large Cap — OW selected; Description: Technology and communication services continue to see earnings upgrades and valuations have declined.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).,90,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,UK Equities,Equities - DMs,Equities - Geography,Equities,N,"J.P. Morgan is neutral UK equities, balancing attractive dividends and free cash flow against the index’s defensive tilt in an accelerating growth backdrop. Evidence: UK — N selected; Description: Attractive dividend yield and higher free cash flows support UK equities, but defensive nature of UK index a headwind if global growth accelerates.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).",90,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,Australia Equities,Equities - DMs,Equities - Geography,Equities,U,J.P. Morgan underweights Australian equities with high conviction because multiples are expensive and expected return rankings lag peers. Evidence: Australia — UW selected; Conviction: High; Description: Expensive multiples and ERRs continue to lag peers.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).,90,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,Canada Equities,Equities - DMs,Equities - Geography,Equities,U,J.P. Morgan underweights Canadian equities because valuations are rich and earnings prospects are weak. Evidence: Canada — UW selected; Description: Valuations are rich and the earnings outlook is weak.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).,90,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,Hong Kong Equities,Equities - EMs,Equities - Geography,Equities,O,"J.P. Morgan rates Hong Kong equities overweight on strong growth, policy support for technology and innovation, and low valuations. Evidence: Hong Kong — OW selected; Description: Strong economic growth, strong policy support for technology and innovation, and low valuations.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).",90,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,Emerging Markets Equities,Equities - EMs,Equities - Geography,Equities,O,"J.P. Morgan rates emerging market equities overweight as its most favored region after the U.S., helped by China’s relative oil-shock insulation. Evidence: EM — OW selected; Description: Most favored region after the US; China more insulated from the oil shock than some other EMs.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).",90,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,US Treasuries,Fixed Income - Sovereigns North America,Fixed Income - Rates & Sovereigns,Fixed Income,U,"J.P. Morgan underweights U.S. Treasuries because fewer rate cuts, valuations, and fiscal activism point to steeper curves. Evidence: U.S. Treasuries — UW selected; Description: Fewer rate cuts priced in and valuations support an underweight; fiscal activism suggests steeper curves.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).",90,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,German Bunds,Fixed Income - Sovereigns Europe,Fixed Income - Rates & Sovereigns,Fixed Income,U,J.P. Morgan underweights German fixed income because rising fiscal and defense spending should support higher medium-term rates. Evidence: Germany FI — UW selected; Description: Rising fiscal and defense spending to support higher rates over medium term.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).,90,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,Japan Govt Bonds,Fixed Income - Sovereigns APAC,Fixed Income - Rates & Sovereigns,Fixed Income,N,J.P. Morgan is neutral Japanese government bonds because gradually rising rates and reflation should keep JGB yields near current levels. Evidence: Japan FI — N selected; Change: positive arrow; Description: Gradually rising policy rates and continued reflation should support JGB yields near current levels.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).,90,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,Canada Govt Bonds,Fixed Income - Sovereigns North America,Fixed Income - Rates & Sovereigns,Fixed Income,N,J.P. Morgan is neutral Canadian government bonds despite unattractive valuations because inflation is stable but elevated and market pricing favors hikes over cuts. Evidence: Canada FI — N selected; Description: Inflation stable but elevated; valuations unattractive; market pricing hikes > cuts.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).,90,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,Italy Govt Bonds,Fixed Income - Sovereigns Europe,Fixed Income - Rates & Sovereigns,Fixed Income,O,J.P. Morgan overweights Italian government bonds as higher-carry assets expected to benefit versus German bonds. Evidence: Italy FI — OW selected; Description: Higher-carry asset that should benefit against German bonds.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).,90,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,US IG Credit,Fixed Income - Investment Grade,Fixed Income - Credit & Specialty,Fixed Income,N,J.P. Morgan is neutral U.S. investment grade credit because reasonable all-in yields are offset by very tight spreads and unattractive duration exposure. Evidence: US IG — N selected; Description: All-in yields reasonable but spreads very tight; duration component unattractive.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).,90,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,US HY,Fixed Income - High Yield,Fixed Income - Credit & Specialty,Fixed Income,N,"J.P. Morgan is neutral U.S. high yield because attractive yields and healthy fundamentals are balanced by tight spreads and asymmetric conflict-related returns. Evidence: US HY — N selected; Description: All-in yields are attractive and both fundamentals and technicals are healthy, but spreads are tight and distribution of returns under Iran conflict are assymetric.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).",100,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,EM Sovereign Bonds,Fixed Income - Sovereigns,Fixed Income - Rates & Sovereigns,Fixed Income,N,J.P. Morgan is neutral EM sovereign debt because attractive yields are offset by oil-importer exposure and an asymmetric return profile. Evidence: EMD Sovereign — N selected; Change: negative arrow; Description: All-in yields are attractive but 2/3 of the index are net importers of oil; asymmetric return profile.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).,90,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,EUR,Currencies,Currencies,Currencies,O,J.P. Morgan overweights the euro because it expects appreciation as euro-area growth improves and rate differentials narrow. Evidence: EUR — OW selected; Conviction: Low; Description: Euro to appreciate as growth in the euro area improves and rate differentials narrow.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).,100,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,JPY,Currencies,Currencies,Currencies,N,J.P. Morgan is neutral the yen because it expects range-bound trading amid gradual rate hikes and improving growth. Evidence: JPY — N selected; Description: JPY looks set to be range-bound against a backdrop of gradual rate hikes and improving growth.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).,100,High,none
J.P. Morgan Asset Management,3/26/2026 | 4/30/2026,Global Fixed Income Views 2Q 2026 | Global Asset Allocation Views 2Q 2026,https://am.jpmorgan.com/us/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/fixed-income/ | https://am.jpmorgan.com/gb/en/asset-management/institutional/insights/portfolio-insights/asset-class-views/asset-allocation/c,CHF,Currencies,Currencies,Currencies,N,J.P. Morgan is neutral Swiss franc because upside inflation risks and tepid growth leave the currency balanced. Evidence: CHF — N selected; Description: Rising upside risks to inflation and a tepid growth profile leave us balanced on CHF.. Locator: p.6 — 'Active allocation views' table (Global Asset Allocation Views 2Q 2026).,100,High,none
